ticket_id,sla_limit_hours,resolution_hours,sla_breached,first_response_minutes,uptime_impact_minutes
TKT-17548,72,44.83,0.0,71.0,0.0
TKT-17549,8,3.32,0.0,46.0,224.0
TKT-17550,8,52.89,1.0,38.0,238.0
TKT-17551,72,24.02,0.0,57.0,0.0
TKT-17552,72,70.24,0.0,73.0,0.0
TKT-17553,24,4.34,0.0,10.0,0.0
TKT-17554,72,85.59,1.0,42.0,0.0
TKT-17555,24,28.96,1.0,46.0,0.0
TKT-17556,4,3.65,0.0,14.0,110.0
TKT-17557,72,50.67,0.0,93.0,0.0
TKT-17558,72,111.31,1.0,65.0,0.0
TKT-17559,24,0.21,0.0,106.0,0.0
TKT-17560,8,6.9,0.0,9.0,184.0
TKT-17561,24,69.46,1.0,53.0,0.0
TKT-17562,72,30.83,0.0,119.0,0.0
TKT-17563,72,107.93,1.0,15.0,0.0
TKT-17564,4,2.39,0.0,98.0,197.0
TKT-17565,24,3.79,0.0,80.0,0.0
TKT-17566,24,4.16,0.0,90.0,0.0
TKT-17567,24,9.38,0.0,44.0,0.0
TKT-17568,4,2.96,0.0,91.0,145.0
TKT-17569,8,4.1,0.0,41.0,215.0
TKT-17570,72,61.29,0.0,44.0,0.0
TKT-17571,24,23.58,0.0,37.0,0.0
TKT-17572,24,9.6,0.0,98.0,0.0
TKT-17573,24,5.55,0.0,27.0,0.0
TKT-17574,24,18.93,0.0,16.0,0.0
TKT-17575,72,46.68,0.0,52.0,0.0
TKT-17576,8,3.22,0.0,35.0,145.0
TKT-17577,8,17.75,1.0,93.0,223.0
TKT-17578,72,17.43,0.0,108.0,0.0
TKT-17579,72,66.08,0.0,64.0,0.0
TKT-17580,8,0.94,0.0,77.0,194.0
TKT-17581,72,9.77,0.0,38.0,0.0
TKT-17582,4,2.63,0.0,19.0,119.0
TKT-17583,72,1.14,0.0,9.0,0.0
TKT-17584,72,114.16,1.0,115.0,0.0
TKT-17585,72,45.36,0.0,38.0,0.0
TKT-17586,24,21.91,0.0,33.0,0.0
TKT-17587,8,40.11,1.0,28.0,60.0
TKT-17588,4,0.76,0.0,107.0,190.0
TKT-17589,8,2.15,0.0,58.0,214.0
TKT-17590,8,2.34,0.0,66.0,220.0
TKT-17591,72,42.03,0.0,59.0,0.0
TKT-17592,72,13.88,0.0,103.0,0.0
TKT-17593,72,,,,0.0
TKT-17594,24,5.72,0.0,99.0,0.0
TKT-17595,24,19.92,0.0,106.0,0.0
TKT-17596,72,39.68,0.0,79.0,0.0
TKT-17597,72,37.04,0.0,100.0,0.0
TKT-17598,8,0.21,0.0,7.0,245.0
TKT-17599,72,109.91,1.0,47.0,0.0
TKT-17600,24,13.72,0.0,96.0,0.0
TKT-17601,4,0.53,0.0,35.0,58.0
TKT-17602,8,5.76,0.0,119.0,19.0
TKT-17603,72,59.76,0.0,6.0,0.0
TKT-17604,72,0.92,0.0,28.0,0.0
TKT-17605,72,45.47,0.0,66.0,0.0
TKT-17606,8,,,,162.0
TKT-17607,24,7.61,0.0,28.0,0.0
TKT-17608,24,5.42,0.0,29.0,0.0
TKT-17609,72,71.04,0.0,29.0,0.0
TKT-17610,24,21.31,0.0,79.0,0.0
TKT-17611,72,0.21,0.0,34.0,0.0
TKT-17612,72,6.63,0.0,91.0,0.0
TKT-17613,72,40.96,0.0,72.0,0.0
TKT-17614,72,52.2,0.0,105.0,0.0
TKT-17615,72,68.09,0.0,21.0,0.0
TKT-17616,8,5.1,0.0,109.0,101.0
TKT-17617,4,33.08,1.0,81.0,219.0
TKT-17618,72,17.25,0.0,20.0,0.0
TKT-17619,4,1.76,0.0,117.0,51.0
TKT-17620,72,92.86,1.0,73.0,0.0
TKT-17621,72,,,,0.0
TKT-17622,24,4.21,0.0,114.0,0.0
TKT-17623,24,4.94,0.0,11.0,0.0
TKT-17624,72,9.68,0.0,25.0,0.0
TKT-17625,4,0.95,0.0,106.0,41.0
TKT-17626,4,1.3,0.0,42.0,269.0
TKT-17627,8,6.49,0.0,113.0,21.0
TKT-17628,24,3.22,0.0,21.0,0.0
TKT-17629,72,37.58,0.0,7.0,0.0
TKT-17630,72,,,,0.0
TKT-17631,8,13.82,1.0,54.0,15.0
TKT-17632,8,2.12,0.0,43.0,67.0
TKT-17633,72,119.36,1.0,40.0,0.0
TKT-17634,24,15.57,0.0,13.0,0.0
TKT-17635,4,1.44,0.0,9.0,50.0
TKT-17636,72,56.95,0.0,116.0,0.0
TKT-17637,24,20.67,0.0,26.0,0.0
TKT-17638,72,63.95,0.0,100.0,0.0
TKT-17639,8,2.29,0.0,7.0,56.0
TKT-17640,72,18.62,0.0,23.0,0.0
TKT-17641,4,1.27,0.0,30.0,115.0
TKT-17642,4,2.62,0.0,101.0,135.0
TKT-17643,4,2.34,0.0,101.0,10.0
TKT-17644,72,62.16,0.0,22.0,0.0
TKT-17645,4,37.96,1.0,107.0,129.0
TKT-17646,8,2.01,0.0,15.0,142.0
TKT-17647,72,,,,0.0
TKT-17648,4,2.92,0.0,80.0,248.0
TKT-17649,72,69.1,0.0,62.0,0.0
TKT-17650,72,0.81,0.0,76.0,0.0
TKT-17651,72,19.9,0.0,102.0,0.0
TKT-17652,72,47.5,0.0,54.0,0.0
TKT-17653,8,1.21,0.0,44.0,118.0
TKT-17654,72,104.45,1.0,105.0,0.0
TKT-17655,8,4.74,0.0,80.0,248.0
TKT-17656,24,4.65,0.0,16.0,0.0
TKT-17657,72,46.29,0.0,13.0,0.0
TKT-17658,72,82.89,1.0,76.0,0.0
TKT-17659,8,7.1,0.0,44.0,98.0
TKT-17660,72,37.57,0.0,45.0,0.0
TKT-17661,8,2.69,0.0,119.0,25.0
TKT-17662,72,35.48,0.0,53.0,0.0
TKT-17663,72,20.84,0.0,102.0,0.0
TKT-17664,72,114.85,1.0,13.0,0.0
TKT-17665,72,45.88,0.0,109.0,0.0
TKT-17666,4,,,,269.0
TKT-17667,72,35.85,0.0,18.0,0.0
TKT-17668,72,26.61,0.0,41.0,0.0
TKT-17669,72,65.96,0.0,20.0,0.0
TKT-17670,72,48.28,0.0,17.0,0.0
TKT-17671,8,34.05,1.0,21.0,189.0
TKT-17672,8,1.85,0.0,79.0,263.0
TKT-17673,72,46.21,0.0,32.0,0.0
TKT-17674,72,68.09,0.0,95.0,0.0
TKT-17675,24,4.2,0.0,59.0,0.0
TKT-17676,72,17.88,0.0,102.0,0.0
TKT-17677,24,22.59,0.0,12.0,0.0
TKT-17678,4,2.41,0.0,84.0,123.0
TKT-17679,24,43.91,1.0,28.0,0.0
TKT-17680,72,67.48,0.0,87.0,0.0
TKT-17681,72,,,,0.0
TKT-17682,4,3.61,0.0,44.0,298.0
TKT-17683,72,58.53,0.0,65.0,0.0
TKT-17684,24,2.87,0.0,15.0,0.0
TKT-17685,24,19.64,0.0,23.0,0.0
TKT-17686,4,,,,218.0
TKT-17687,72,35.93,0.0,22.0,0.0
TKT-17688,4,1.8,0.0,120.0,270.0
TKT-17689,72,12.45,0.0,40.0,0.0
TKT-17690,24,10.06,0.0,99.0,0.0
TKT-17691,24,9.28,0.0,59.0,0.0
TKT-17692,72,80.42,1.0,28.0,0.0
TKT-17693,72,15.75,0.0,7.0,0.0
TKT-17694,4,32.28,1.0,110.0,261.0
TKT-17695,72,11.59,0.0,23.0,0.0
TKT-17696,8,,,,270.0
TKT-17697,72,49.0,0.0,95.0,0.0
TKT-17698,8,5.65,0.0,114.0,289.0
TKT-17699,24,32.23,1.0,75.0,0.0
TKT-17700,72,13.04,0.0,90.0,0.0
TKT-17701,4,,,,174.0
TKT-17702,72,59.51,0.0,33.0,0.0
TKT-17703,4,,,,146.0
TKT-17704,8,6.64,0.0,72.0,240.0
TKT-17705,24,4.89,0.0,99.0,0.0
TKT-17706,24,5.22,0.0,16.0,0.0
TKT-17707,24,5.56,0.0,52.0,0.0
TKT-17708,24,1.54,0.0,79.0,0.0
TKT-17709,72,,,,0.0
TKT-17710,24,12.17,0.0,65.0,0.0
TKT-17711,72,12.65,0.0,30.0,0.0
TKT-17712,24,13.56,0.0,112.0,0.0
TKT-17713,72,53.05,0.0,37.0,0.0
TKT-17714,72,31.44,0.0,107.0,0.0
TKT-17715,72,3.1,0.0,18.0,0.0
TKT-17716,8,1.74,0.0,62.0,69.0
TKT-17717,8,3.8,0.0,23.0,73.0
TKT-17718,72,,,,0.0
TKT-17719,4,26.28,1.0,32.0,288.0
TKT-17720,72,,,,0.0
TKT-17721,72,27.41,0.0,102.0,0.0
TKT-17722,8,0.7,0.0,57.0,159.0
TKT-17723,8,12.93,1.0,102.0,272.0
TKT-17724,8,1.58,0.0,102.0,97.0
TKT-17725,4,2.56,0.0,114.0,289.0
TKT-17726,8,7.6,0.0,81.0,49.0
TKT-17727,8,5.76,0.0,76.0,55.0
TKT-17728,8,5.95,0.0,77.0,41.0
TKT-17729,8,2.1,0.0,52.0,270.0
TKT-17730,72,,,,0.0
TKT-17731,24,14.82,0.0,86.0,0.0
TKT-17732,72,16.66,0.0,72.0,0.0
TKT-17733,24,3.28,0.0,64.0,0.0
TKT-17734,8,,,,63.0
TKT-17735,24,,,,0.0
TKT-17736,8,1.45,0.0,49.0,50.0
TKT-17737,24,5.78,0.0,117.0,0.0
TKT-17738,72,54.8,0.0,7.0,0.0
TKT-17739,24,22.64,0.0,92.0,0.0
TKT-17740,24,21.52,0.0,68.0,0.0
TKT-17741,72,66.93,0.0,110.0,0.0
TKT-17742,24,5.39,0.0,69.0,0.0
TKT-17743,8,35.22,1.0,37.0,206.0
TKT-17744,4,26.68,1.0,15.0,208.0
TKT-17745,24,17.62,0.0,28.0,0.0
TKT-17746,72,,,,0.0
TKT-17747,4,2.94,0.0,61.0,129.0
TKT-17748,4,2.8,0.0,120.0,150.0
TKT-17749,8,4.68,0.0,47.0,226.0
TKT-17750,24,70.86,1.0,42.0,0.0
TKT-17751,72,36.74,0.0,60.0,0.0
TKT-17752,8,55.87,1.0,79.0,105.0
TKT-17753,24,46.44,1.0,74.0,0.0
TKT-17754,24,23.05,0.0,22.0,0.0
TKT-17755,24,68.1,1.0,96.0,0.0
TKT-17756,72,90.4,1.0,115.0,0.0
TKT-17757,24,31.88,1.0,21.0,0.0
TKT-17758,4,0.66,0.0,68.0,236.0
TKT-17759,72,33.76,0.0,87.0,0.0
TKT-17760,72,26.59,0.0,26.0,0.0
TKT-17761,72,42.25,0.0,107.0,0.0
TKT-17762,72,101.26,1.0,49.0,0.0
TKT-17763,24,,,,0.0
TKT-17764,72,5.0,0.0,108.0,0.0
TKT-17765,24,10.42,0.0,57.0,0.0
TKT-17766,24,15.42,0.0,88.0,0.0
TKT-17767,72,13.81,0.0,72.0,0.0
TKT-17768,24,17.15,0.0,78.0,0.0
TKT-17769,8,4.59,0.0,9.0,258.0
TKT-17770,72,42.91,0.0,25.0,0.0
TKT-17771,4,3.0,0.0,41.0,17.0
TKT-17772,8,6.0,0.0,119.0,299.0
TKT-17773,24,10.81,0.0,119.0,0.0
TKT-17774,72,39.49,0.0,94.0,0.0
TKT-17775,24,20.66,0.0,65.0,0.0
TKT-17776,24,,,,0.0
TKT-17777,72,40.89,0.0,77.0,0.0
TKT-17778,24,20.14,0.0,96.0,0.0
TKT-17779,24,21.73,0.0,26.0,0.0
TKT-17780,72,8.84,0.0,65.0,0.0
TKT-17781,24,18.22,0.0,94.0,0.0
TKT-17782,72,,,,0.0
TKT-17783,24,12.21,0.0,101.0,0.0
TKT-17784,8,6.84,0.0,52.0,257.0
TKT-17785,4,1.64,0.0,25.0,105.0
TKT-17786,8,1.57,0.0,99.0,86.0
TKT-17787,24,2.37,0.0,87.0,0.0
TKT-17788,24,34.81,1.0,15.0,0.0
TKT-17789,72,32.15,0.0,96.0,0.0
TKT-17790,24,,,,0.0
TKT-17791,72,16.89,0.0,99.0,0.0
TKT-17792,8,1.96,0.0,60.0,222.0
TKT-17793,72,49.72,0.0,84.0,0.0
TKT-17794,72,15.42,0.0,85.0,0.0
TKT-17795,24,0.36,0.0,48.0,0.0
TKT-17796,24,12.24,0.0,114.0,0.0
TKT-17797,72,38.88,0.0,107.0,0.0
TKT-17798,24,8.8,0.0,104.0,0.0
TKT-17799,8,4.96,0.0,14.0,45.0
TKT-17800,72,,,,0.0
TKT-17801,8,4.4,0.0,51.0,281.0
TKT-17802,72,,,,0.0
TKT-17803,72,60.57,0.0,69.0,0.0
TKT-17804,24,15.3,0.0,107.0,0.0
TKT-17805,72,30.8,0.0,14.0,0.0
TKT-17806,4,3.51,0.0,77.0,148.0
TKT-17807,4,9.71,1.0,103.0,41.0
TKT-17808,24,,,,0.0
TKT-17809,24,17.04,0.0,10.0,0.0
TKT-17810,24,7.76,0.0,98.0,0.0
TKT-17811,8,5.97,0.0,61.0,95.0
TKT-17812,72,100.04,1.0,119.0,0.0
TKT-17813,72,26.6,0.0,107.0,0.0
TKT-17814,24,,,,0.0
TKT-17815,8,6.39,0.0,6.0,27.0
TKT-17816,8,2.23,0.0,84.0,32.0
TKT-17817,72,20.73,0.0,63.0,0.0
TKT-17818,4,2.43,0.0,30.0,268.0
TKT-17819,24,7.54,0.0,42.0,0.0
TKT-17820,72,19.54,0.0,88.0,0.0
TKT-17821,24,9.74,0.0,35.0,0.0
TKT-17822,24,28.89,1.0,86.0,0.0
TKT-17823,72,9.61,0.0,15.0,0.0
TKT-17824,72,57.76,0.0,44.0,0.0
TKT-17825,72,80.04,1.0,56.0,0.0
TKT-17826,8,0.98,0.0,91.0,270.0
TKT-17827,4,13.15,1.0,96.0,157.0
TKT-17828,8,1.9,0.0,32.0,256.0
TKT-17829,8,1.02,0.0,19.0,238.0
TKT-17830,24,71.85,1.0,32.0,0.0
TKT-17831,24,1.66,0.0,116.0,0.0
TKT-17832,72,10.36,0.0,110.0,0.0
TKT-17833,24,1.67,0.0,94.0,0.0
TKT-17834,24,14.95,0.0,104.0,0.0
TKT-17835,72,0.86,0.0,73.0,0.0
TKT-17836,8,1.42,0.0,101.0,159.0
TKT-17837,24,14.05,0.0,25.0,0.0
TKT-17838,24,8.15,0.0,25.0,0.0
TKT-17839,8,5.26,0.0,120.0,149.0
TKT-17840,8,21.1,1.0,117.0,232.0
TKT-17841,24,53.59,1.0,81.0,0.0
TKT-17842,8,5.58,0.0,64.0,252.0
TKT-17843,72,48.56,0.0,64.0,0.0
TKT-17844,24,17.26,0.0,83.0,0.0
TKT-17845,72,76.52,1.0,64.0,0.0
TKT-17846,72,92.26,1.0,61.0,0.0
TKT-17847,24,19.79,0.0,119.0,0.0
TKT-17848,24,13.36,0.0,9.0,0.0
TKT-17849,24,54.96,1.0,33.0,0.0
TKT-17850,72,21.74,0.0,90.0,0.0
TKT-17851,24,12.95,0.0,66.0,0.0
TKT-17852,8,2.31,0.0,58.0,298.0
TKT-17853,24,14.71,0.0,56.0,0.0
TKT-17854,4,38.29,1.0,117.0,222.0
TKT-17855,24,28.1,1.0,85.0,0.0
TKT-17856,24,15.92,0.0,27.0,0.0
TKT-17857,8,25.44,1.0,54.0,278.0
TKT-17858,72,33.63,0.0,88.0,0.0
TKT-17859,72,,,,0.0
TKT-17860,72,87.81,1.0,77.0,0.0
TKT-17861,24,4.78,0.0,52.0,0.0
TKT-17862,72,,,,0.0
TKT-17863,4,0.15,0.0,73.0,13.0
TKT-17864,72,13.86,0.0,97.0,0.0
TKT-17865,24,21.62,0.0,21.0,0.0
TKT-17866,72,17.71,0.0,75.0,0.0
TKT-17867,72,63.03,0.0,119.0,0.0
TKT-17868,72,53.39,0.0,105.0,0.0
TKT-17869,8,2.55,0.0,56.0,289.0
TKT-17870,72,28.02,0.0,15.0,0.0
TKT-17871,72,60.89,0.0,15.0,0.0
TKT-17872,72,6.95,0.0,79.0,0.0
TKT-17873,24,14.91,0.0,69.0,0.0
TKT-17874,72,37.83,0.0,97.0,0.0
TKT-17875,8,21.51,1.0,16.0,109.0
TKT-17876,24,47.68,1.0,74.0,0.0
TKT-17877,72,62.82,0.0,8.0,0.0
TKT-17878,8,0.82,0.0,56.0,170.0
TKT-17879,24,6.79,0.0,76.0,0.0
TKT-17880,72,75.39,1.0,84.0,0.0
TKT-17881,72,25.78,0.0,100.0,0.0
TKT-17882,8,4.71,0.0,119.0,176.0
TKT-17883,72,12.51,0.0,109.0,0.0
TKT-17884,72,,,,0.0
TKT-17885,24,2.78,0.0,78.0,0.0
TKT-17886,24,19.13,0.0,21.0,0.0
TKT-17887,4,1.18,0.0,84.0,16.0
TKT-17888,8,,,,46.0
TKT-17889,72,45.27,0.0,106.0,0.0
TKT-17890,8,1.27,0.0,42.0,281.0
TKT-17891,72,51.4,0.0,96.0,0.0
TKT-17892,8,6.41,0.0,65.0,282.0
TKT-17893,8,1.43,0.0,74.0,28.0
TKT-17894,72,1.02,0.0,62.0,0.0
TKT-17895,72,32.91,0.0,33.0,0.0
TKT-17896,72,,,,0.0
TKT-17897,24,32.89,1.0,29.0,0.0
TKT-17898,8,6.49,0.0,35.0,101.0
TKT-17899,24,33.34,1.0,59.0,0.0
TKT-17900,8,1.21,0.0,64.0,19.0
TKT-17901,72,,,,0.0
TKT-17902,24,0.18,0.0,87.0,0.0
TKT-17903,72,20.12,0.0,9.0,0.0
TKT-17904,24,18.99,0.0,15.0,0.0
TKT-17905,4,,,,159.0
TKT-17906,24,14.62,0.0,47.0,0.0
TKT-17907,72,0.13,0.0,71.0,0.0
TKT-17908,8,5.82,0.0,24.0,145.0
TKT-17909,72,31.62,0.0,55.0,0.0
TKT-17910,24,12.01,0.0,20.0,0.0
TKT-17911,72,20.77,0.0,13.0,0.0
TKT-17912,8,,,,277.0
TKT-17913,72,62.36,0.0,65.0,0.0
TKT-17914,24,8.66,0.0,71.0,0.0
TKT-17915,24,12.26,0.0,84.0,0.0
TKT-17916,24,19.46,0.0,38.0,0.0
TKT-17917,8,3.81,0.0,61.0,259.0
TKT-17918,72,118.29,1.0,44.0,0.0
TKT-17919,4,2.65,0.0,54.0,83.0
TKT-17920,24,30.83,1.0,108.0,0.0
TKT-17921,4,7.4,1.0,40.0,122.0
TKT-17922,72,69.58,0.0,98.0,0.0
TKT-17923,24,18.18,0.0,114.0,0.0
TKT-17924,72,10.47,0.0,86.0,0.0
TKT-17925,8,,,,190.0
TKT-17926,24,12.97,0.0,47.0,0.0
TKT-17927,72,,,,0.0
TKT-17928,24,58.92,1.0,48.0,0.0
TKT-17929,24,10.62,0.0,37.0,0.0
TKT-17930,72,57.7,0.0,65.0,0.0
TKT-17931,24,18.46,0.0,27.0,0.0
TKT-17932,8,2.8,0.0,54.0,243.0
TKT-17933,72,38.39,0.0,118.0,0.0
TKT-17934,72,65.97,0.0,100.0,0.0
TKT-17935,4,2.99,0.0,22.0,125.0
TKT-17936,72,,,,0.0
TKT-17937,24,,,,0.0
TKT-17938,4,1.39,0.0,6.0,216.0
TKT-17939,72,3.13,0.0,88.0,0.0
TKT-17940,72,55.65,0.0,72.0,0.0
TKT-17941,8,,,,298.0
TKT-17942,4,,,,26.0
TKT-17943,72,39.98,0.0,29.0,0.0
TKT-17944,72,33.68,0.0,59.0,0.0
TKT-17945,72,41.28,0.0,14.0,0.0
TKT-17946,24,6.62,0.0,21.0,0.0
TKT-17947,24,13.17,0.0,90.0,0.0
TKT-17948,8,6.41,0.0,85.0,258.0
TKT-17949,24,43.49,1.0,69.0,0.0
TKT-17950,4,0.26,0.0,50.0,181.0
TKT-17951,24,23.67,0.0,68.0,0.0
TKT-17952,4,9.35,1.0,13.0,107.0
TKT-17953,24,5.36,0.0,78.0,0.0
TKT-17954,72,,,,0.0
TKT-17955,4,1.95,0.0,34.0,248.0
TKT-17956,24,0.91,0.0,43.0,0.0
TKT-17957,72,107.27,1.0,101.0,0.0
TKT-17958,8,5.21,0.0,81.0,101.0
TKT-17959,72,7.15,0.0,42.0,0.0
TKT-17960,72,64.07,0.0,8.0,0.0
TKT-17961,72,57.88,0.0,23.0,0.0
TKT-17962,72,47.02,0.0,112.0,0.0
TKT-17963,24,,,,0.0
TKT-17964,72,39.8,0.0,72.0,0.0
TKT-17965,24,10.11,0.0,107.0,0.0
TKT-17966,24,23.07,0.0,80.0,0.0
TKT-17967,24,14.86,0.0,46.0,0.0
TKT-17968,72,20.93,0.0,55.0,0.0
TKT-17969,4,,,,76.0
TKT-17970,72,97.98,1.0,45.0,0.0
TKT-17971,4,3.42,0.0,114.0,208.0
TKT-17972,24,5.45,0.0,78.0,0.0
TKT-17973,8,5.56,0.0,23.0,282.0
TKT-17974,24,,,,0.0
TKT-17975,24,11.88,0.0,38.0,0.0
TKT-17976,8,2.07,0.0,86.0,186.0
TKT-17977,72,16.51,0.0,112.0,0.0
TKT-17978,72,96.89,1.0,39.0,0.0
TKT-17979,8,2.99,0.0,78.0,84.0
TKT-17980,8,1.14,0.0,14.0,69.0
TKT-17981,72,110.56,1.0,20.0,0.0
TKT-17982,24,18.61,0.0,92.0,0.0
TKT-17983,72,16.78,0.0,13.0,0.0
TKT-17984,8,4.14,0.0,101.0,267.0
TKT-17985,4,1.58,0.0,14.0,205.0
TKT-17986,72,3.62,0.0,88.0,0.0
TKT-17987,8,11.87,1.0,63.0,18.0
TKT-17988,24,15.69,0.0,5.0,0.0
TKT-17989,24,14.72,0.0,107.0,0.0
TKT-17990,8,6.07,0.0,60.0,123.0
TKT-17991,24,16.69,0.0,50.0,0.0
TKT-17992,24,17.49,0.0,58.0,0.0
TKT-17993,24,19.38,0.0,115.0,0.0
TKT-17994,72,25.92,0.0,13.0,0.0
TKT-17995,72,26.29,0.0,79.0,0.0
TKT-17996,4,2.84,0.0,95.0,25.0
TKT-17997,8,50.21,1.0,75.0,277.0
TKT-17998,8,,,,105.0
TKT-17999,8,38.25,1.0,88.0,176.0
TKT-18000,24,,,,0.0
TKT-18001,72,93.24,1.0,56.0,0.0
TKT-18002,72,38.28,0.0,111.0,0.0
TKT-18003,8,6.06,0.0,43.0,236.0
TKT-18004,72,55.09,0.0,21.0,0.0
TKT-18005,72,54.89,0.0,40.0,0.0
TKT-18006,4,2.16,0.0,95.0,47.0
TKT-18007,72,42.49,0.0,96.0,0.0
TKT-18008,72,69.51,0.0,98.0,0.0
TKT-18009,24,,,,0.0
TKT-18010,4,1.74,0.0,103.0,35.0
TKT-18011,24,,,,0.0
TKT-18012,72,,,,0.0
TKT-18013,72,110.68,1.0,26.0,0.0
TKT-18014,72,13.58,0.0,60.0,0.0
TKT-18015,72,,,,0.0
TKT-18016,72,12.93,0.0,117.0,0.0
TKT-18017,24,14.27,0.0,74.0,0.0
TKT-18018,8,5.21,0.0,38.0,277.0
TKT-18019,72,60.93,0.0,86.0,0.0
TKT-18020,8,7.81,0.0,26.0,64.0
TKT-18021,24,4.22,0.0,29.0,0.0
TKT-18022,4,1.15,0.0,96.0,181.0
TKT-18023,72,31.4,0.0,108.0,0.0
TKT-18024,4,0.85,0.0,99.0,98.0
TKT-18025,72,105.49,1.0,63.0,0.0
TKT-18026,72,70.69,0.0,47.0,0.0
TKT-18027,24,3.72,0.0,85.0,0.0
TKT-18028,4,0.91,0.0,59.0,289.0
TKT-18029,24,0.19,0.0,95.0,0.0
TKT-18030,24,7.08,0.0,118.0,0.0
TKT-18031,24,10.59,0.0,65.0,0.0
TKT-18032,8,1.22,0.0,116.0,169.0
TKT-18033,24,,,,0.0
TKT-18034,24,20.8,0.0,108.0,0.0
TKT-18035,72,60.74,0.0,88.0,0.0
TKT-18036,8,4.96,0.0,14.0,90.0
TKT-18037,72,7.31,0.0,42.0,0.0
TKT-18038,24,0.3,0.0,39.0,0.0
TKT-18039,72,36.77,0.0,85.0,0.0
TKT-18040,24,5.73,0.0,106.0,0.0
TKT-18041,72,,,,0.0
TKT-18042,24,5.04,0.0,97.0,0.0
TKT-18043,72,100.04,1.0,49.0,0.0
TKT-18044,72,32.13,0.0,12.0,0.0
TKT-18045,72,47.04,0.0,28.0,0.0
TKT-18046,72,67.96,0.0,94.0,0.0
TKT-18047,24,,,,0.0
TKT-18048,8,1.05,0.0,59.0,115.0
TKT-18049,8,26.98,1.0,22.0,295.0
TKT-18050,8,1.2,0.0,24.0,240.0
TKT-18051,72,42.8,0.0,88.0,0.0
TKT-18052,4,,,,213.0
TKT-18053,8,54.4,1.0,47.0,244.0
TKT-18054,24,40.67,1.0,52.0,0.0
TKT-18055,24,13.05,0.0,28.0,0.0
TKT-18056,8,26.11,1.0,73.0,263.0
TKT-18057,72,85.26,1.0,97.0,0.0
TKT-18058,72,2.06,0.0,34.0,0.0
TKT-18059,8,5.59,0.0,78.0,291.0
TKT-18060,24,9.04,0.0,7.0,0.0
TKT-18061,72,8.31,0.0,32.0,0.0
TKT-18062,24,2.11,0.0,73.0,0.0
TKT-18063,72,,,,0.0
TKT-18064,24,9.88,0.0,22.0,0.0
TKT-18065,72,2.85,0.0,49.0,0.0
TKT-18066,24,23.25,0.0,43.0,0.0
TKT-18067,8,3.21,0.0,29.0,164.0
TKT-18068,24,60.5,1.0,56.0,0.0
TKT-18069,24,1.02,0.0,6.0,0.0
TKT-18070,72,25.49,0.0,27.0,0.0
TKT-18071,4,2.4,0.0,93.0,155.0
TKT-18072,72,6.16,0.0,8.0,0.0
TKT-18073,8,4.35,0.0,101.0,229.0
TKT-18074,4,,,,226.0
TKT-18075,72,69.48,0.0,12.0,0.0
TKT-18076,24,21.43,0.0,6.0,0.0
TKT-18077,72,55.48,0.0,55.0,0.0
TKT-18078,8,3.63,0.0,114.0,19.0
TKT-18079,72,54.64,0.0,73.0,0.0
TKT-18080,72,31.62,0.0,86.0,0.0
TKT-18081,8,,,,101.0
TKT-18082,72,33.23,0.0,80.0,0.0
TKT-18083,72,70.42,0.0,119.0,0.0
TKT-18084,72,26.17,0.0,103.0,0.0
TKT-18085,72,73.11,1.0,90.0,0.0
TKT-18086,8,2.6,0.0,53.0,278.0
TKT-18087,8,4.31,0.0,102.0,101.0
TKT-18088,72,49.73,0.0,74.0,0.0
TKT-18089,24,1.57,0.0,94.0,0.0
TKT-18090,72,67.79,0.0,62.0,0.0
TKT-18091,24,67.2,1.0,43.0,0.0
TKT-18092,8,2.94,0.0,104.0,234.0
TKT-18093,4,,,,145.0
TKT-18094,72,49.51,0.0,18.0,0.0
TKT-18095,4,0.51,0.0,116.0,43.0
TKT-18096,24,23.32,0.0,8.0,0.0
TKT-18097,8,2.57,0.0,42.0,173.0
TKT-18098,72,,,,0.0
TKT-18099,24,15.04,0.0,101.0,0.0
TKT-18100,4,0.64,0.0,21.0,173.0
TKT-18101,72,65.73,0.0,64.0,0.0
TKT-18102,24,18.42,0.0,27.0,0.0
TKT-18103,72,18.9,0.0,117.0,0.0
TKT-18104,24,5.03,0.0,77.0,0.0
TKT-18105,8,4.05,0.0,119.0,270.0
TKT-18106,72,44.04,0.0,58.0,0.0
TKT-18107,4,1.62,0.0,87.0,60.0
TKT-18108,72,51.3,0.0,33.0,0.0
TKT-18109,72,11.08,0.0,89.0,0.0
TKT-18110,8,,,,246.0
TKT-18111,72,49.63,0.0,20.0,0.0
TKT-18112,72,107.83,1.0,7.0,0.0
TKT-18113,24,15.05,0.0,10.0,0.0
TKT-18114,72,8.79,0.0,18.0,0.0
TKT-18115,8,,,,88.0
TKT-18116,72,64.01,0.0,67.0,0.0
TKT-18117,72,,,,0.0
TKT-18118,72,6.4,0.0,97.0,0.0
TKT-18119,8,7.04,0.0,94.0,255.0
TKT-18120,24,21.88,0.0,17.0,0.0
TKT-18121,72,23.36,0.0,65.0,0.0
TKT-18122,4,0.4,0.0,117.0,275.0
TKT-18123,72,,,,0.0
TKT-18124,24,14.3,0.0,31.0,0.0
TKT-18125,8,0.44,0.0,46.0,207.0
TKT-18126,72,71.73,0.0,59.0,0.0
TKT-18127,72,111.12,1.0,6.0,0.0
